Company_name,Status_on_IPO_and_M&A,Category,Country,Headquarter,Date_found,Date_joined,Date_exited,Funding_in_USD,Funding_rounds,First_funding_round_date,Last_funding_round_date,Patents_Granted,Trademarks_Registered,Valuation_at_IPO,Money_Raised_at_IPO,No._of_employees,Female_founder,Years_to_be_Unicorn,Duration_between_founded_to_reaching_a_unicorn_list_in_days,Duration_between_unicorn_listed_date_and_exit_date_in_days,Duration_between_first_funding_round_and_last_funding_round_in_days,Duration_between_founded_to_reaching_ a_unicorn_list_in_months,Duration_between_unicorn_listed_date_and_exit_date_in_months,Duration_between_first_funding_round_and_last_funding_round_in_months,Duration_between_founded_to_reaching_a_unicorn_list_in_years,Duration_between_unicorn_listed_date_and_exit_date_in_years,Duration_between_first_funding_round_and_last_funding_round_in_years,Duration_between_founded_to_reaching_a_unicorn_list_in_quarters,Duration_between_unicorn_listed_date_and_exit_date_in_quarters,Duration_between_first_funding_round_and_last_funding_round_in_quarters,Status_target_variable
You & Mr Jones,Private,Other,United States,"New York, New York, United States",01-06-2015,19-11-2019,,,3,,,,,,,,No,5,1632,,0,53,,0,4,,0,13,0,14,No
Youxia Motors,Private,Auto & transportation,China,"Minhang, Shanghai, China",01-01-2014,02-04-2018,,1334520263,4,01-01-2014,22-08-2018,,,,,250,No,5,1552,,1694,51,,55,4,,4,13,0,25,No
Yuanfudao,Private,Edtech,China,"Beijing, Beijing, China",01-03-2012,31-05-2017,,4052000000,11,01-08-2012,24-12-2020,,,,,10001,No,6,1917,,3067,62,,100,5,,8,16,0,7,No
Zenefits,Private,Fintech,United States,"San Francisco, California, United States",01-01-2013,06-05-2015,,584100000,5,25-02-2013,06-05-2015,0,1,,,1000,No,3,855,,800,28,,26,2,,2,7,0,15,No
Zhaogang/ Zhaogang.com,Private,E-commerce & direct-to-consumer,China,"Yangpu, Hainan, China",01-01-2012,29-06-2017,,379357530,6,14-06-2012,05-07-2017,0,2,,,1000,No,6,2006,,1847,65,,60,5,,5,16,0,25,No
Zhihu,IPO,Internet software & services,China,"Beijing, Beijing, China",26-01-2011,12-01-2017,26-03-2021,892350000,7,09-04-2011,12-08-2019,,,5310000000,523000000,5000,No,6,2178,1534,3047,71,50,100,5,4,8,18,13,30,Yes
Zipline,Private,"Supply chain, logistics, & delivery",United States,"South San Francisco, California, United States",01-01-2014,20-05-2019,,483000000,8,02-08-2011,30-06-2021,19,5,,,1000,No,6,1965,,3620,64,,118,5,,9,16,0,6,No
Ziroom,Private,E-commerce & direct-to-consumer,China,"Beijing, Beijing, China",18-10-2011,17-01-2018,,2120790266,4,16-01-2018,05-03-2020,,,,,10001,No,7,2283,,779,74,,25,6,,2,19,0,35,No
Zoom,IPO,Internet software & services,United States,"San Jose, California, United States",01-01-2011,01-01-2017,18-04-2019,276000000,7,05-02-2010,04-11-2021,17,25,9229000000,751000000,5000,No,7,2192,837,4290,72,27,140,6,2,11,18,7,13,Yes
Zoox,M&A,Auto & transportation,United States,"Foster City, California, United States",29-07-2014,27-05-2016,26-06-2020,1005000000,6,03-07-2015,21-10-2019,463,20,,,5000,No,2,668,1491,1571,21,48,51,1,4,4,5,12,9,Yes
Zume,Private,Consumer & retail,United States,"Mountain View, California, United States",01-06-2015,01-11-2018,,423000000,7,08-09-2015,02-11-2018,56,15,,,250,No,4,1249,,1151,41,,37,3,,3,10,0,26,No
Apeel Sciences,Private,Other,United States,"Goleta, California, United States",01-01-2012,20-05-2020,,640100564,9,01-11-2012,18-08-2021,37,23,,,1000,Yes,9,3062,,3212,100,,105,8,,8,25,0,27,No
Amplitude,IPO,Data management & analytics,United States,"San Francisco, California, United States",01-01-2012,21-05-2020,28-09-2021,306900000,12,01-06-2012,09-06-2021,2,7,6400000000,,1000,No,9,3063,495,3295,100,16,108,8,1,9,25,4,17,Yes
Keep,Private,Mobile & telecommunications,China,"Beijing, Beijing, China",01-01-2014,19-05-2020,,614000000,8,30-04-2015,10-01-2021,0,35,,,500,No,7,2330,,2082,76,,68,6,,5,19,0,10,No
ASR Microelectronics,Private,Hardware,China,"Shanghai, Shanghai, China",01-04-2015,30-04-2020,,333867950,4,01-01-2017,05-05-2020,10,0,,,500,No,6,1856,,1220,60,,40,5,,3,15,0,25,No
FiveTran,Private,Data management & analytics,United States,"Oakland, California, United States",01-01-2012,30-06-2020,,728108000,6,15-04-2013,20-09-2021,0,3,,,1000,No,9,3103,,3080,101,,101,8,,8,25,0,24,No
FXiaoKe,Private,Mobile & telecommunications,China,"Beijing, Beijing, China",01-12-2011,02-07-2015,,283000000,9,04-07-2013,17-05-2021,,,,,500,No,4,1309,,2874,43,,94,3,,7,11,0,17,No
Upgrade,Private,Fintech,United States,"San Francisco, California, United States",01-01-2016,12-02-2018,,587000000,8,02-03-2016,16-11-2021,0,1,,,500,No,3,773,,2085,25,,68,2,,5,6,0,10,No
Cazoo,IPO,E-commerce & direct-to-consumer,United Kingdom,"London, England, United Kingdom",01-01-2018,23-06-2020,27-08-2021,1986961261,9,02-12-2018,10-02-2022,0,5,8000000000,1000000000,5000,Yes,3,904,430,1166,29,14,38,2,1,3,7,4,8,Yes
Beike Zhaofang/ Ke.com,IPO,Internet software & services,China,"Beijing, Beijing, China",14-11-2017,18-07-2019,13-08-2020,3602538240,6,04-08-2017,05-03-2020,0,0,22500000000,2120000000,500,No,2,611,392,944,20,12,31,1,1,2,5,3,17,Yes
Lilium Aviation/ Lilium,IPO,Other,Germany,"WeÃƒÅ¸ling, Bayern, Germany",01-01-2015,09-06-2020,15-09-2021,826400000,6,01-12-2015,15-09-2021,3,8,3300000000,584000000,1000,No,6,1986,463,2115,65,15,69,5,1,5,16,4,19,Yes
Postman,Private,Internet software & services,United States,"San Francisco, California, United States",01-09-2014,11-06-2020,,433000000,5,26-05-2015,18-08-2021,0,14,,,500,No,6,2110,,2276,69,,74,5,,6,17,0,10,No
Orca Bio,Private,Health,United States,"Menlo Park, California, United States",01-01-2016,17-06-2020,,192000000,3,01-01-2017,17-06-2020,11,0,,,,No,5,1629,,1263,53,,41,4,,3,13,0,10,No
Ro,Private,Health,United States,"New York, New York, United States",01-01-2017,27-07-2020,,876100000,6,07-11-2017,23-03-2021,0,9,,,500,No,4,1303,,1232,42,,40,3,,3,11,0,26,No
Remitly,IPO,Fintech,United States,"Seattle, Washington, United States",01-01-2011,10-07-2019,23-09-2021,505000000,13,01-08-2012,11-05-2021,0,7,6900000000,301000000,,No,9,3112,806,3205,102,26,105,8,2,8,26,7,25,Yes
Qumulo,Private,Data management & analytics,United States,"Seattle, Washington, United States",01-01-2012,16-07-2020,,347300000,7,01-03-2012,16-07-2020,38,10,,,500,No,9,3119,,3059,102,,100,8,,8,26,0,32,No
Eat Just,Private,Consumer & retail,United States,"San Francisco, California, United States",01-01-2011,30-11-2017,,464500000,17,01-01-2011,01-07-2021,2,15,,,101,No,7,2525,,3834,82,,126,6,,10,21,0,8,No
Thrasio,Private,Other,United States,"Walpole, Massachusetts, United States",01-07-2018,15-07-2020,,3403000000,12,26-04-2019,04-01-2022,0,1,,,5000,No,3,745,,984,24,,32,2,,2,6,0,18,No
Innovium,M&A,Hardware,United States,"San Jose, California, United States",18-12-2014,23-06-2020,03-08-2021,375313061,11,09-01-2015,01-01-2021,75,7,,,250,No,6,2014,406,2184,66,13,71,5,1,5,17,3,15,Yes
XPeng Motors,IPO,Auto & transportation,China,"Guangzhou, Guangdong, China",01-01-2014,02-08-2018,27-08-2020,4565765338,9,01-03-2016,11-01-2021,73,10,8400000000,1495000000,5000,No,5,1674,756,1777,55,24,58,4,2,4,14,6,6,Yes
Cambricon/ Cambricon Technologies,Unexplained Exit,Artificial intelligence,China,"Beijing, Beijing, China",01-03-2016,18-08-2017, 27-02-2020,200000000,3,01-08-2016,20-06-2018,145,14,,,1000,No,2,535,923,688,17,,22,1,,1,4,0,9,No
Judo Bank,Private,Other,Australia,"Melbourne, Victoria, Australia",01-01-2016,29-07-2019,,1825578186,9,01-08-2018,21-06-2021,,,,,250,No,4,1305,,1055,42,,34,3,,2,11,0,9,No
letgo,M&A,E-commerce & direct-to-consumer,United States,"New York, New York, United States",01-01-2015,28-09-2017,26-03-2020,975000000,5,03-09-2015,08-08-2018,,,,,250,Yes,3,1001,910,1070,32,29,35,2,2,2,8,7,14,Yes
Lime,Unexplained Exit,Auto & transportation,United States,"San Francisco, California, United States",01-01-2017,09-07-2018,,1468000000,16,15-03-2017,04-11-2021,50,18,,,1000,No,2,554,,1695,18,,55,1,,4,5,0,25,No
Postmates,M&A,"Supply chain, logistics, & delivery",United States,"San Francisco, California, United States",01-03-2011,18-09-2018,06-07-2020,762950000,11,01-05-2011,19-09-2019,9,1,,,10000,No,8,2758,657,3063,90,21,100,7,1,8,23,5,17,Yes
Ucommune,IPO,Other,China,"Beijing, Beijing, China",01-01-2015,18-01-2017,18-11-2020,770872235,13,16-04-2015,18-11-2020,0,7,769000000,,500,No,3,748,1400,2043,24,46,67,2,3,5,6,12,15,Yes
Vlocity,M&A,Internet software & services,United States,"San Francisco, California, United States",01-03-2014,26-03-2019,25-02-2020,162800000,4,01-03-2014,26-03-2019,0,0,,,1000,No,6,1851,336,1851,60,10,60,5,0,5,15,3,20,Yes
Waterdrop,IPO,Fintech,China,"Beijing, Beijing, China",01-01-2016,20-08-2020,06-05-2021,67376364,9,11-05-2015,31-01-2022,0,64,360000000,,250,Yes,5,1693,259,2457,55,8,80,4,0,6,14,2,16,Yes
Gong,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-01-2015,12-08-2020,,583000000,7,21-03-2016,03-06-2021,,,,,1000,No,6,2050,,1900,67,,62,5,,5,17,0,23,No
Farmers Business Network,Private,Other,United States,"San Carlos, California, United States",01-01-2014,03-08-2020,,870400000,10,10-04-2014,18-11-2021,1,32,,,1000,No,7,2406,,2779,79,,91,6,,7,20,0,26,No
Blend,IPO,Fintech,United States,"San Francisco, California, United States",01-01-2012,24-06-2019,16-07-2021,665000000,10,01-06-2012,08-02-2021,3,5,3952670000,3952670000,1000,No,   ,2731,753,3174,89,24,104,7,2,8,22,6,14,Yes
Rippling,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2016,04-08-2020,,447000000,4,14-03-2017,21-10-2021,0,0,,,501,No,5,1677,,1682,55,,55,4,,4,14,0,0,No
Gymshark,Private,E-commerce & direct-to-consumer,United Kingdom,"Solihull, Solihull, United Kingdom",01-01-2012,14-08-2020,,271406141,1,14-08-2020,14-08-2020,0,21,,,1000,No,9,3148,,,103,,0,8,,0,26,0,366,No
Patreon,Private,Internet software & services,United States,"San Francisco, California, United States",07-05-2013,02-09-2020,,413300000,10,,10-11-2021,7,17,,,1000,No,8,2675,,44510,87,,1462,7,,121,22,0,7,No
Sema4,IPO,Health,United States,"Stamford, Connecticut, United States",01-01-2017,29-07-2020,23-07-2021,791000000,4,30-08-2019,18-01-2022,0,5,2000000000,793000000,1000,No,4,1305,359,872,42,11,28,3,0,2,11,3,20,Yes
Trumid,Private,Fintech,United States,"New York, New York, United States",04-06-2014,15-07-2020,,660250000,8,04-03-2015,12-10-2021,0,18,,,250,No,7,2233,,2414,73,,79,6,,6,18,0,2,No
Redis Labs/ Redis,Private,Data management & analytics,United States,"Mountain View, California, United States",01-01-2011,25-08-2020,,356800000,10,01-04-2021,16-12-2021,,,,,1000,No,10,3524,,259,115,,8,9,,0,29,0,20,No
Lyra Health,Private,Health,United States,"Burlingame, California, United States",01-01-2015,25-08-2020,,910100000,7,26-06-2015,19-01-2022,2,1,,,1000,No,6,2063,,2399,67,,78,5,,6,17,0,16,No
Unacademy,Private,Edtech,India,"Bangalore, Karnataka, India",01-01-2015,02-09-2020,,838500000,12,11-05-2016,01-08-2021,1,2,,,5000,Yes,6,2071,,1908,68,,62,5,,5,17,0,17,No
Klaviyo,Private,Internet software & services,United States,"Boston, Massachusetts, United States",01-01-2012,17-11-2020,,678500000,5,26-08-2015,18-05-2021,0,8,,,1000,No,9,3243,,2092,106,,68,8,,5,27,0,22,No
Better.com,Private,Fintech,United States,"New York, New York, United States",01-01-2016,10-11-2020,,905000000,10,01-02-2014,08-04-2021,0,1,,,10000,No,5,1775,,2623,58,,86,4,,7,15,0,18,No
GoPuff,Private,E-commerce & direct-to-consumer,United States,"Philadelphia, Pennsylvania, United States",01-11-2013,08-10-2020,,3449710000,9,10-11-2015,11-12-2021,0,81,,,10000,No,7,2533,,2223,83,,73,6,,6,21,0,14,No
MessageBird,Private,Mobile & telecommunications,Netherlands,"Amsterdam, Noord-Holland, The Netherlands",01-01-2011,08-10-2020,,1100120000,5,23-08-2016,28-04-2021,0,4,,,500,No,10,3568,,1709,117,,56,9,,4,29,0,23,No
Kraken,Private,Fintech,United States,"San Francisco, California, United States",28-07-2011,25-06-2019,,136100000,30,25-03-2014,01-12-2021,0,6,,,5000,No,8,2889,,2808,94,,92,7,,7,24,0,16,No
Relativity Space,Private,Other,United States,"Long Beach, California, United States",01-01-2015,23-11-2020,,1335720000,7,22-03-2016,08-06-2021,6,9,,,500,No,6,2153,,1904,70,,62,5,,5,18,0,15,No
HEYTEA,Private,Other,China,"Shenzhen, Guangdong, China",01-01-2012,01-07-2019,,595145465,7,22-08-2016,14-07-2021,0,1,,,5000,No,8,2738,,1787,90,,58,7,,4,23,0,13,No
Attentive,Private,Mobile & telecommunications,United States,"New York, New York, United States",01-01-2016,23-09-2020,,863000000,7,05-10-2016,24-03-2021,1,2,,,1000,No,5,1727,,1631,56,,53,4,,4,14,0,5,No
Hopin,Private,Internet software & services,United Kingdom,"London, England, United Kingdom",05-06-2019,10-11-2020,,1021440519,7,10-10-2019,05-08-2021,0,17,,,1000,No,2,524,,665,17,,21,1,,1,4,0,8,No
Unqork,Private,Fintech,United States,"New York, New York, United States",01-01-2017,06-10-2020,,365169951,5,15-03-2018,06-10-2020,1,4,,,500,No,4,1374,,936,45,,30,3,,2,11,0,25,No
Creditas,Private,Fintech,Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",16-04-2012,18-12-2020,,853950000,10,18-10-2013,25-01-2022,,,,,5000,No,9,3168,,3021,104,,99,8,,8,26,0,20,No
Zymergen,IPO,Other,United States,"Emeryville, California, United States",01-01-2013,13-12-2018,22-04-2021,974140000,6,01-01-2014,08-09-2020,114,7,3000000000,500000000,1000,No,6,2172,861,2442,71,28,80,5,2,6,18,7,27,Yes
Mirakl,Private,E-commerce & direct-to-consumer,France,"Paris, Ile-de-France, France",01-01-2011,22-09-2020,,948000000,5,16-11-2012,21-09-2021,0,4,,,500,No,10,3552,,3231,116,,106,9,,8,29,0,25,No
Olive,Private,Internet software & services,United States,"Columbus, Ohio, United States",05-06-2012,01-12-2020,,856322171,9,04-04-2013,01-07-2021,0,5,,,1000,No,9,3101,,3010,101,,98,8,,8,25,0,29,No
Arctic Wolf Networks/ Arctic Wolf,Private,Cybersecurity,United States,"Eden Prairie, Minnesota, United States",01-04-2012,22-10-2020,,498200000,8,01-05-2012,06-01-2022,1,6,,,1000,No,9,3126,,3537,102,,116,8,,9,26,0,18,No
Forter,Private,Cybersecurity,United States,"New York, New York, United States",01-01-2013,19-11-2020,,525000000,6,25-03-2015,21-05-2021,,,,,500,Yes,8,2879,,2249,94,,73,7,,6,24,0,0,No
Manner,Private,Other,China,"Shanghai, Shanghai, China",01-01-2015,24-12-2020,,,2,,,,,,,,No,6,2184,,0,71,,0,5,,0,18,0,9,No
GalaxySpace,Private,Mobile & telecommunications,China,"Beijing, Beijing, China",01-01-2016,17-11-2020,,14480000,4,10-01-2018,18-11-2020,,,,,50,No,5,1782,,1043,58,,34,4,,2,15,0,13,No
dLocal,IPO,Fintech,Uruguay,"Montevideo, NA - Uruguay, Uruguay",01-01-2016,0,02-06-2021,357000000,4,01-01-2017,02-04-2021,,,6060000000,617650000,500,No,   ,,,1552,#VALUE!,,51,,,4,,0,13,Yes
Greenlight,Private,Fintech,United States,"Atlanta, Georgia, United States",01-01-2014,24-09-2020,,556500000,6,02-06-2017,07-09-2021,1,5,,,500,No,7,2458,,1558,80,,51,6,,4,20,0,26,No
Whoop,Private,E-commerce & direct-to-consumer,United States,"Boston, Massachusetts, United States",01-01-2012,28-10-2020,,404751000,9,31-01-2013,30-08-2021,17,8,,,1000,No,9,3223,,3133,105,,102,8,,8,26,0,1,No
Everly Health/ EverlyWell,Private,E-commerce & direct-to-consumer,United States,"Austin, Texas, United States",01-08-2015,03-12-2020,,200000000,8,17-09-2020,01-03-2021,,,,,101,No,6,1951,,165,64,,5,5,,0,16,0,17,No
Cerebras Systems,Private,Hardware,United States,"Sunnyvale, California, United States",01-01-2016,14-11-2018,,720000000,7,05-05-2016,10-11-2021,55,3,,,500,Yes,3,1048,,2015,34,,66,2,,5,9,0,15,No
Kavak,Private,E-commerce & direct-to-consumer,Mexico,"Mexico City, Distrito Federal, Mexico",01-01-2016,01-10-2020,,1583250000,6,30-08-2016,22-09-2021,,,,,5000,No,5,1735,,1849,57,,60,4,,5,14,0,12,No
Virta Health,Private,Health,United States,"San Francisco, California, United States",20-05-2014,02-12-2020,,373000000,6,08-03-2017,19-04-2021,2,1,,,500,No,7,2388,,1503,78,,49,6,,4,20,0,20,No
Zwift,Private,E-commerce & direct-to-consumer,United States,"Long Beach, California, United States",01-01-2014,16-09-2020,,619500000,8,31-01-2014,16-09-2020,1,26,,,5,No,7,2450,,2420,80,,79,6,,6,20,0,28,No
Playco,Private,Other,Japan,"Tokyo, Tokyo, Japan",01-01-2020,21-09-2020,,100000000,7,05-05-2011,21-09-2020,,,,,100,No,1,264,,3427,8,,112,0,,9,2,0,20,No
Razorpay,Private,Fintech,India,"Bangalore, Karnataka, India",01-12-2014,11-10-2020,,741600000,9,23-03-2015,19-12-2021,,,,,5000,No,6,2141,,2463,70,,80,5,,6,18,0,22,No
Socar,Private,Auto & transportation,South Korea,"Busan, Pusan-jikhalsi, South Korea",10-03-2012,16-10-2020,,259529734,7,01-07-2013,16-09-2020,3,0,,,250,No,9,3142,,2634,103,,86,8,,7,26,0,17,No
Tekion,Private,Internet software & services,United States,"San Ramon, California, United States",01-01-2016,21-10-2020,,435100000,6,11-03-2016,05-10-2021,10,4,,,5000,No,5,1755,,2034,57,,66,4,,5,14,0,14,No
Eightfold.ai/ Eightfold,Private,Internet software & services,United States,"Santa Clara, California, United States",01-01-2016,27-10-2020,,396750000,5,01-09-2016,10-06-2021,1,3,,,500,No,5,1761,,1743,57,,57,4,,4,14,0,25,No
Gousto,Private,"Supply chain, logistics, & delivery",United Kingdom,"London, England, United Kingdom",01-01-2012,03-11-2020,,361508835,14,23-09-2013,06-01-2022,0,4,,,1000,No,9,3229,,3027,106,,99,8,,8,27,0,18,No
Cato Networks,Private,Cybersecurity,Israel,"Tel Aviv, Tel Aviv, Israel",01-02-2015,17-11-2020,,532000000,7,27-10-2015,07-12-2021,0,2,,,500,No,6,2116,,2233,69,,73,5,,6,17,0,18,No
Chainalysis,Private,Fintech,United States,"New York, New York, United States",01-10-2014,23-11-2020,,366600000,9,01-07-2015,24-06-2021,0,4,,,500,No,7,2245,,2185,73,,71,6,,5,18,0,14,No
Cityblock Health,Private,Health,United States,"Brooklyn, New York, United States",01-01-2017,10-12-2020,,891300000,8,01-03-2017,03-09-2021,0,1,,,500,No,4,1439,,1647,47,,54,3,,4,12,0,12,No
ClickUp,Private,Internet software & services,United States,"San Diego, California, United States",01-01-2017,15-12-2020,,537500000,5,17-10-2017,27-10-2021,0,1,,,1000,Yes,4,1444,,1471,47,,48,3,,4,12,0,18,No
BigID,Private,Cybersecurity,United States,"New York, New York, United States",01-02-2016,16-12-2020,,246099999,12,02-03-2016,03-02-2022,6,2,,,250,No,5,1780,,2164,58,,71,4,,5,15,0,16,No
Boom Supersonic,Private,Other,United States,"Englewood, Colorado, United States",01-09-2014,16-12-2020,,241131868,8,15-12-2015,15-04-2021,2,5,,,250,No,7,2298,,1948,75,,64,6,,5,19,0,9,No
AInnovation,Private,Artificial intelligence,China,"Haidian, Beijing, China",01-03-2018,16-12-2020,,131911652,5,01-05-2018,04-06-2021,0,1,1435808080,150631651,500,No,3,1021,,1130,33,,37,2,,3,8,0,16,No
Qualia,Private,Fintech,United States,"San Francisco, California, United States",01-01-2015,21-12-2020,,160000000,6,30-09-2015,21-12-2020,0,2,,,500,No,6,2181,,1909,71,,62,5,,5,18,0,13,No
Applied Intuition,Private,Data management & analytics,United States,"Sunnyvale, California, United States",01-01-2017,22-10-2020,,351500000,6,05-09-2017,11-11-2021,1,19,,,250,No,4,1390,,1528,45,,50,3,,4,11,0,9,No
Dingdong Maicai,IPO,E-commerce & direct-to-consumer,China,"Shanghai, Shanghai, China",01-03-2014,12-05-2020,29-06-2021,1330000000,7,01-05-2018,12-05-2021,,,5539000000,96000000,50,No,7,2264,413,1107,74,13,36,6,1,3,19,3,19,Yes
Dremio,Private,Data management & analytics,United States,"Santa Clara, California, United States",09-06-2015,06-01-2021,,410000000,6,25-09-2015,25-01-2022,1,3,,,250,No,6,2038,,2314,66,,76,5,,6,17,0,17,No
Hinge Health,Private,Health,United States,"San Francisco, California, United States",01-01-2015,06-01-2021,,1026132500,9,30-01-2016,28-10-2021,2,0,,,5000,No,7,2197,,2098,72,,68,6,,5,18,0,26,No
SalesLoft,Private,Internet software & services,United States,"Atlanta, Georgia, United States",01-01-2011,06-01-2021,22-12-2021,245700000,8,25-05-2012,06-01-2021,2,4,,,1000,No,11,3658,350,3148,120,11,103,10,0,8,30,3,7,No
Starburst/ Starburst Data,Private,Data management & analytics,United States,"Boston, Massachusetts, United States",01-10-2017,06-01-2021,,414000000,4,20-11-2019,09-02-2022,0,2,,,500,No,4,1193,,812,39,,26,3,,2,10,0,11,No
TELD/ Teld New Energy,Private,Fintech,China,"Qingdao Shi, Shandong, China",04-09-2014,16-12-2019,,433232771,4,19-08-2016,05-03-2020,,,,,500,No,6,1929,,1294,63,,42,5,,3,16,0,14,No
VillageMD,M&A,Health,United States,"Chicago, Illinois, United States",01-01-2013,08-07-2020,14-10-2021,491000000,4,17-09-2015,08-07-2020,1,5,,,500,No,8,2745,463,1756,90,15,57,7,1,4,23,4,23,Yes
Voodoo,Private,Other,France,"Paris, Ile-de-France, France",01-01-2013,17-08-2020,,516851844,6,01-11-2013,02-08-2021,0,1,,,500,No,8,2785,,2831,91,,93,7,,7,23,0,25,No
Zapier,Private,Internet software & services,United States,"San Francisco, California, United States",01-10-2011,14-01-2021,,1362949,3,31-10-2012,15-04-2021,0,4,,,500,No,10,3393,,3088,111,,101,9,,8,28,0,15,No
Hive Box,Private,"Supply chain, logistics, & delivery",China,"Shenzhen, Guangdong, China",06-06-2015,23-01-2018,,1106303367,3,05-01-2016,08-01-2021,45,9,,,5000,No,3,962,,1830,31,,60,2,,5,8,0,20,No
Calendly,Private,Internet software & services,United States,"Atlanta, Georgia, United States",01-01-2013,26-01-2021,,350550000,2,25-04-2014,26-01-2021,0,2,,,500,No,9,2947,,2468,96,,81,8,,6,24,0,20,No
Cockroach Labs,Private,Data management & analytics,United States,"New York, New York, United States",01-02-2015,12-01-2021,,633100000,9,01-04-2015,16-12-2021,0,9,,,250,No,6,2172,,2451,71,,80,5,,6,18,0,22,No
Webflow,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2013,13-01-2021,,214900000,4,25-08-2013,13-01-2021,0,6,,,500,No,9,2934,,2698,96,,88,8,,7,24,0,33,No
Mambu,Private,Fintech,Germany,"Berlin, Berlin, Germany",01-01-2011,06-01-2021,,439223328,7,26-01-2011,09-12-2021,0,8,,,1000,No,11,3658,,3970,120,,130,10,,10,30,0,14,No
Digit Insurance,Private,Fintech,India,"Bengaluru, Karnataka, India",01-01-2016,15-01-2021,,530750058,8,01-06-2017,18-01-2022,,,,,5000,No,6,1841,,1692,60,,55,5,,4,15,0,13,No
Workato,Private,Internet software & services,United States,"Mountain View, California, United States",01-01-2013,12-01-2021,,415000000,5,17-07-2017,10-11-2021,3,5,,,,No,9,2933,,1577,96,,51,8,,4,24,0,10,No
Harness,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-01-2016,14-01-2021,,195000000,4,24-10-2017,14-01-2021,2,2,,,500,No,6,1840,,1178,60,,38,5,,3,15,0,16,No
Personio,Private,Internet software & services,Germany,"MÃƒÂ¼nchen, Bayern, Germany",01-08-2015,19-01-2021,,523988078,6,14-07-2016,11-10-2021,0,3,,,1000,No,6,1998,,1915,65,,62,5,,5,16,0,21,No
Color,Private,Health,United States,"Burlingame, California, United States",01-01-2014,04-01-2021,,497000000,9,05-12-2014,09-11-2021,2,0,,,1000,No,8,2560,,2531,84,,83,7,,6,21,0,13,No
K Health,Private,Health,United States,"New York, New York, United States",01-01-2016,19-01-2021,,271345000,8,04-11-2016,19-01-2021,1,3,,,500,No,6,1845,,1537,60,,50,5,,4,15,0,17,No
OwnBackup,Private,Data management & analytics,United States,"Englewood Cliffs, New Jersey, United States",01-01-2012,28-01-2021,,507250000,8,02-02-2016,10-08-2021,1,2,,,500,No,10,3315,,2016,108,,66,9,,5,27,0,8,No
Melio,Private,Fintech,Israel,"New York, New York, United States",01-07-2018,25-01-2021,,504000000,5,01-01-2019,14-09-2021,,,,,500,No,3,939,,987,30,,32,2,,2,8,0,10,No
Quantum Metric,Private,Data management & analytics,United States,"Colorado Springs, Colorado, United States",01-01-2015,07-01-2021,,251000000,5,31-08-2017,07-01-2021,11,1,,,500,No,7,2198,,1225,72,,40,6,,3,18,0,20,No
Lacework,Private,Cybersecurity,United States,"San Jose, California, United States",23-01-2015,07-01-2021,,1899000000,7,25-05-2015,02-02-2022,13,6,,,1000,No,6,2176,,2445,71,,80,5,,6,18,0,18,No
Sennder,Private,"Supply chain, logistics, & delivery",Germany,"Berlin, Berlin, Germany",01-01-2015,14-01-2021,,340000000,9,01-08-2015,01-06-2021,0,6,,,1000,No,7,2205,,2131,72,,70,6,,5,18,0,4,No
Sidecar Health,Private,Fintech,United States,"El Segundo, California, United States",01-01-2018,26-01-2021,,163000000,3,06-08-2019,26-01-2021,2,2,,,100,No,4,1121,,539,36,,17,3,,1,9,0,4,No
Clubhouse,Private,Mobile & telecommunications,United States,"San Francisco, California, United States",15-03-2020,24-01-2021,,110000000,8,15-03-2020,11-07-2021,,,,,50,No,1,315,,483,10,,15,0,,1,3,0,,No
DriveNets,Private,Internet software & services,Israel,"Ra'anana, HaMerkaz, Israel",01-01-2016,27-01-2021,,325000000,3,14-02-2021,27-01-2021,16,5,,,251,No,6,1853,,18,60,,,5,,,15,0,10,No
Cedar,Private,Fintech,United States,"New York, New York, United States",01-01-2016,09-03-2021,,351000000,5,07-12-2017,09-03-2021,0,1,,,250,No,6,1894,,1188,62,,39,5,,3,16,0,12,No
BlockFi,Private,Fintech,United States,"Jersey City, New Jersey, United States",01-08-2017,11-03-2021,,508681673,16,13-02-2018,03-01-2022,0,6,,,1000,No,4,1318,,1420,43,,46,3,,3,11,0,17,No
Weee!,Private,"Supply chain, logistics, & delivery",United States,"Fremont, California, United States",01-06-2015,16-03-2021,,438750149,7,01-07-2015,16-03-2021,0,3,,,250,Yes,6,2115,,2085,69,,68,5,,5,17,0,26,No
Highspot,Private,Internet software & services,United States,"Seattle, Washington, United States",01-01-2012,22-02-2021,,644850000,9,22-05-2013,13-01-2022,10,5,,,1000,No,10,3340,,3158,109,,103,9,,8,27,0,3,No
C6 Bank,Private,Fintech,Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",01-01-2018,02-12-2020,,2290147150,3,08-05-2020,28-06-2021,0,1,,,5000,No,3,1066,,416,35,,13,2,,1,9,0,8,No
